m2_dpo.owl,m1_nbo.owl,m1_dpo.owl,m2_nbo.owl,definition,m2_union,definition_name,m1_union,
4,,,,"Thing
 and (inheres_in some circadian behavior)
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern1026,0,
,,,3,"BFO_0000056 some 
    (regulation of consumption behavior
     and (has_quality some 
        (decreased rate
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1268,0,
,,,1,"behavioral control of excretion
 and (by_means some UBERON_0000061)
 and (is_about some GO_0060073)",2,http://ebi.ac.uk#Pattern1025,0,
,27,,27,"BFO_0000056 some 
    (cognitive behavior
     and (has_quality some dependent continuant))",28,http://ebi.ac.uk#Pattern1267,1,
,,,1,"BFO_0000056 some 
    (regulation of consumption behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1028,0,
,,,13,"has_quality some 
    (PATO_0001727
     and (towards some depression behavior))",14,http://ebi.ac.uk#Pattern1027,0,
,,,1,"Thing
 and (by_means some irritability behavior)",2,http://ebi.ac.uk#Pattern1269,0,
,,,13,"behavioral response to chemical stimulus
 and (in_response_to some Thing)",14,http://ebi.ac.uk#Pattern1029,0,
,4,,4,"classical conditioning
 and (is_about some behavior)",5,http://ebi.ac.uk#Pattern1291,1,
,,,2,"BFO_0000056 some 
    (regulation of consumption behavior
     and (has_quality some 
        (decreased frequency
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern1290,0,
,,,25,"regulates some 
    (food consumption or Thing)",26,http://ebi.ac.uk#Pattern1051,0,
,,,1,"BFO_0000056 some 
    (mobbing calling
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern1293,0,
1,,,,"continuant
 and (inheres_in some jump response)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1050,0,
2,,,,"quality
 and (inheres_in some 
    (multi-organism process or (behavior
     and (part_of some multi-organism process))))
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern1292,0,
,,,1,"food consumption
 and (has_participant some CHEBI_37947)",2,http://ebi.ac.uk#Pattern1053,0,
,,,1,"BFO_0000056 some 
    (consumption behavior
     and (has_quality some increased rate))",2,http://ebi.ac.uk#Pattern1295,0,
1,,,,"continuant
 and (inheres_in some feeding behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1052,0,
,,,1,"regulation of behavior
 and (has_participant some CHEBI_32111)",2,http://ebi.ac.uk#Pattern1294,0,
,,,1,"liquid consumption
 and (has_participant some CHEBI_15734)",2,http://ebi.ac.uk#Pattern1055,0,
1,,,,"quality
 and (inheres_in some male courtship behavior, veined wing generated song production)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern1297,0,
2,,,,"quality
 and (inheres_in some visual behavior)
 and (qualifier some dependent continuant)",3,http://ebi.ac.uk#Pattern1054,0,
,,,6,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (frequency
         and (towards some Thing))))",7,http://ebi.ac.uk#Pattern1296,0,
3,,,,"quality
 and (inheres_in some response to external stimulus)
 and (qualifier some abnormal)",4,http://ebi.ac.uk#Pattern1057,0,
,,,1,"Thing
 and (is_about some GO_0030421)",2,http://ebi.ac.uk#Pattern1299,0,
,,,1,"behavioral control of excretion
 and (by_means some Thing)
 and (is_about some GO_0060073)",2,http://ebi.ac.uk#Pattern1056,0,
,,,5,"BFO_0000056 some 
    (regulation of consumption behavior
     and (has_quality some 
        (increased rate
         and (towards some liquid consumption))))",6,http://ebi.ac.uk#Pattern1298,0,
,5,,5,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (frequency
         and (towards some liquid consumption))))",6,http://ebi.ac.uk#Pattern1059,2,
,1,,1,"BFO_0000056 some 
    (GO_0060180
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern1058,1,
,,,18,"sensation behavior
 and (in_response_to some system process)",19,http://ebi.ac.uk#Pattern1280,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (decreased rate
         and (towards some behavior))))",2,http://ebi.ac.uk#Pattern1040,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (decreased rate
         and (towards some consumption behavior))))",2,http://ebi.ac.uk#Pattern1282,0,
,,,1,"BFO_0000056 some 
    (social behavior
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern1281,0,
,1,,1,"BFO_0000056 some 
    ((regulation of drinking behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some increased object quality))))
     and (qualifier some PATO_0001333))",2,http://ebi.ac.uk#Pattern1042,1,
,,,18,"sensation behavior
 and (in_response_to some sensory perception)",19,http://ebi.ac.uk#Pattern1284,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some increased quality)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1041,0,
24,,,,"quality
 and (inheres_in some Thing)
 and (qualifier some abnormal)",25,http://ebi.ac.uk#Pattern1283,0,
,10,,10,"behavior
 and ((has_participant some CHEBI_33290) or (has_participant some PATO_0000145))",11,http://ebi.ac.uk#Pattern1044,1,
,9,,9,"BFO_0000056 some 
    (emission behavior
     and (has_quality some quality))",10,http://ebi.ac.uk#Pattern1286,3,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some PATO_0002324)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1043,1,
1,,,,"quality
 and (inheres_in some male mating behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1285,0,
,1,,1,"BFO_0000056 some 
    ((regulation of drinking behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0000125))))
     and (qualifier some PATO_0001333))",2,http://ebi.ac.uk#Pattern1046,1,
,,,1,"cognitive behavior
 and (in_response_to some sensory perception of taste)",2,http://ebi.ac.uk#Pattern1288,0,
,,,3,"perceptual constancy behavior
 and (is_about some quality)",4,http://ebi.ac.uk#Pattern1045,0,
,,,26,"BFO_0000056 some 
    (feeding behavior
     and (has_quality some Thing))",27,http://ebi.ac.uk#Pattern1287,0,
,,,1,"BFO_0000056 some 
    (regulation of mating preference
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern1048,0,
,1,,1,"behavioral control of excretion
 and (by_means some UBERON_0000060)
 and (is_about some GO_0060073)",2,http://ebi.ac.uk#Pattern1047,1,
,,,1,"BFO_0000056 some 
    (GO_0045297
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern1289,0,
,,,3,"BFO_0000056 some 
    (regulation of alcohol preference behavior
     and (has_quality some quality))",4,http://ebi.ac.uk#Pattern1049,0,
,2,,2,"perceptual constancy behavior
 and (is_about some morphology)",3,http://ebi.ac.uk#Pattern1231,2,
,,,1,"social behavior
 and (is_about some fear-related behavior)",2,http://ebi.ac.uk#Pattern1230,0,
,,,3,"BFO_0000056 some 
    (regulation of alcohol preference behavior
     and (has_quality some physical quality of a process))",4,http://ebi.ac.uk#Pattern1233,0,
,1,,1,"agonistic behavior
 and (by_means some vocalization behavior)",2,http://ebi.ac.uk#Pattern1232,1,
,,,16,"BFO_0000056 some 
    (circadian behavior
     and (has_quality some Thing))",17,http://ebi.ac.uk#Pattern1235,0,
,,,2,"classical conditioning
 and (is_about some multicellular organismal movement)",3,http://ebi.ac.uk#Pattern1234,0,
,,,1,"BFO_0000056 some 
    ((regulation of drinking behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563))))
     and (qualifier some Thing))",2,http://ebi.ac.uk#Pattern1237,0,
,,,1,"behavior
 and (is_about some motor coordination)",2,http://ebi.ac.uk#Pattern1236,0,
,,,1,"has_quality some 
    (quality
     and (towards some pleasure behavior))",2,http://ebi.ac.uk#Pattern1239,0,
1,,,,"quality
 and (inheres_in some 
    (courtship behavior or (response to stimulus
     and (part_of some courtship behavior))))
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1238,0,
,2,,2,"BFO_0000056 some 
    (response to chemical
     and (has_quality some quality))",3,http://ebi.ac.uk#Pattern1220,1,
,,,1,"behavior
 and (is_about some PATO_0001595)",2,http://ebi.ac.uk#Pattern1229,0,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some PATO_0001333)
         and (towards some feeding behavior))))",2,http://ebi.ac.uk#Pattern1222,1,
,,,,"BFO_0000056 some 
    ((regulation of feeding behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563))))
     and (qualifier some PATO_0001333))",1,http://ebi.ac.uk#Pattern1221,1,
,1,,1,"regulation of drinking behavior
 and (has_participant some CHEBI_16236)",2,http://ebi.ac.uk#Pattern1224,1,
,1,,1,"liquid consumption
 and (has_participant some CHEBI_50584)",2,http://ebi.ac.uk#Pattern1223,1,
,1,,1,"BFO_0000056 some 
    (regulation of eating preference behavior
     and (has_quality some increased rate))",2,http://ebi.ac.uk#Pattern1226,1,
,,,4,"BFO_0000056 some 
    (behavioral control of production of sound
     and (has_quality some Thing))",5,http://ebi.ac.uk#Pattern1225,0,
,,,1,"Thing
 and (by_means some UBERON_0005725)",2,http://ebi.ac.uk#Pattern1228,0,
,,,1,"behavioral control of excretion
 and (by_means some UBERON_0001256)
 and (is_about some single-multicellular organism process)",2,http://ebi.ac.uk#Pattern1227,0,
1,,1,,"dependent continuant
 and (inheres_in some circadian mating behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern197,1,
,,,7,"sensation behavior
 and (is_about some dependent continuant)",8,http://ebi.ac.uk#Pattern196,0,
,1,,1,"behavioral response to addictive substance
 and (in_response_to some liquid consumption)",2,http://ebi.ac.uk#Pattern195,1,
,,,1,"BFO_0000056 some 
    (male sexual activity
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern194,0,
,,,2,"sleeping behavior
 and (is_about some rhythmic process)",3,http://ebi.ac.uk#Pattern193,0,
,1,,1,"BFO_0000056 some 
    (GO_0031223
     and (has_quality some dependent continuant))",2,http://ebi.ac.uk#Pattern1251,1,
,,,1,"Thing
 and (in_response_to some emotional conditioning)",2,http://ebi.ac.uk#Pattern192,0,
,,,3,"BFO_0000056 some 
    (response to stimulus
     and (has_quality some frequency))",4,http://ebi.ac.uk#Pattern1250,0,
,,,2,"sleeping behavior
 and (is_about some circadian behavior)",3,http://ebi.ac.uk#Pattern191,0,
,,,2,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (dependent continuant
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern1011,0,
,,,4,"BFO_0000056 some 
    (sexual activity
     and (has_quality some Thing))",5,http://ebi.ac.uk#Pattern1253,0,
,1,,1,"BFO_0000056 some 
    (GO_0042748
     and (has_quality some PATO_0001309))",2,http://ebi.ac.uk#Pattern190,1,
,,,1,"BFO_0000056 some 
    (GO_0042756
     and (has-input some 
        (PATO_0000145
         and (has_quality some increased quality))))",2,http://ebi.ac.uk#Pattern1010,0,
,,,6,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (frequency
         and (towards some behavior))))",7,http://ebi.ac.uk#Pattern1252,0,
,,,3,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (decreased rate
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1013,0,
,3,,3,"BFO_0000056 some 
    (sexual activity
     and (has_quality some quality))",4,http://ebi.ac.uk#Pattern1255,3,
,,,2,"BFO_0000056 some 
    (GO_0042747
     and (has_quality some process quality))",3,http://ebi.ac.uk#Pattern1012,0,
,,,1,"has_quality some 
    (Thing
     and (towards some pleasure behavior))",2,http://ebi.ac.uk#Pattern1254,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some Thing)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1015,0,
,,,1,"sensation behavior
 and (in_response_to some PATO_0001306)",2,http://ebi.ac.uk#Pattern1257,0,
3,,3,,"quality
 and (inheres_in some chemosensory behavior)
 and (qualifier some deviation(from_normal))",4,http://ebi.ac.uk#Pattern1014,1,
,26,,26,"BFO_0000056 some 
    (feeding behavior
     and (has_quality some dependent continuant))",27,http://ebi.ac.uk#Pattern1256,1,
1,,,,"quality
 and (inheres_in some jump response)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern1017,0,
,,,1,"sensation behavior
 and (in_response_to some PATO_0001305)",2,http://ebi.ac.uk#Pattern1259,0,
,1,,1,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern189,1,
,3,,3,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (increased frequency
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1016,1,
,1,,1,"BFO_0000056 some 
    (reproductive behavior
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern1258,1,
,,,1,"regulation of behavior
 and (has_participant some CHEBI_16236)",2,http://ebi.ac.uk#Pattern188,0,
,,,3,"BFO_0000056 some 
    (Thing
     and (has_quality some 
        (increased frequency
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1019,0,
,1,,1,"liquid consumption
 and (has_participant some CHEBI_23982)",2,http://ebi.ac.uk#Pattern187,1,
,1,,1,"nociceptive behavior
 and (in_response_to some GO_0050961)",2,http://ebi.ac.uk#Pattern1018,1,
,2,,2,"behavioral control of excretion
 and (is_about some single-multicellular organism process)",3,http://ebi.ac.uk#Pattern1240,1,
1,,1,,"quality
 and (inheres_in some eclosion rhythm)
 and (qualifier some deviation(from_normal))",2,http://ebi.ac.uk#Pattern1000,1,
,,,1,"BFO_0000056 some 
    (olfactory behavior
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern1242,0,
,,,2,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (rate
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern1241,0,
,,,1,"behavior
 and (in_response_to some sensory perception of taste)",2,http://ebi.ac.uk#Pattern1009,0,
,,,1,"behavior
 and (in_response_to some cocaine consumption)",2,http://ebi.ac.uk#Pattern1002,0,
,2,,2,"BFO_0000056 some 
    (GO_0022410
     and (has_quality some frequency))",3,http://ebi.ac.uk#Pattern1244,1,
,,,1,"behavioral response to addictive substance
 and (in_response_to some feeding behavior)",2,http://ebi.ac.uk#Pattern1001,0,
,,,1,"Thing
 and (is_about some PATO_0000040)",2,http://ebi.ac.uk#Pattern1243,0,
,11,,11,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (rate
         and (towards some liquid consumption))))",12,http://ebi.ac.uk#Pattern1004,1,
,,,1,"social behavior
 and (by_means some vocalization behavior)",2,http://ebi.ac.uk#Pattern1246,0,
,26,,26,"BFO_0000056 some 
    (consumption behavior
     and (has_quality some quality))",27,http://ebi.ac.uk#Pattern1003,1,
2,,2,,"quality
 and (inheres_in some single-organism reproductive behavior)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern1245,1,
,1,,1,"nociceptive behavior
 and (in_response_to some GO_0050974)",2,http://ebi.ac.uk#Pattern1006,1,
,1,,1,"sensation behavior
 and (by_means some UBERON_0002104)",2,http://ebi.ac.uk#Pattern1248,1,
,,,2,"BFO_0000056 some 
    (Thing
     and (has_quality some 
        (decreased frequency
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern1005,0,
,2,,2,"sensation behavior
 and (by_means some UBERON_0002105)",3,http://ebi.ac.uk#Pattern1247,2,
,5,,5,"BFO_0000056 some 
    (mating behavior
     and (has_quality some quality))",6,http://ebi.ac.uk#Pattern199,2,
,16,,16,"BFO_0000056 some 
    (circadian rhythm
     and (has_quality some quality))",17,http://ebi.ac.uk#Pattern1008,1,
,9,,9,"BFO_0000056 some 
    (vestibular behavior
     and (has_quality some dependent continuant))",10,http://ebi.ac.uk#Pattern198,1,
,,,9,"behavioral response to chemical stimulus
 and (in_response_to some (has_role some Thing))",10,http://ebi.ac.uk#Pattern1007,0,
,,,1,"BFO_0000056 some 
    (multicellular organismal reproductive process
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern1249,0,
